,Text,Prediction
39,en septiembre me mandaron a una entrevista de trabajo del paro que era para el ayuntamiento de san lorenzo de el escorial y no nos dijeron ni horarios ni que puesto era ni sueldo el día de la entrevista yo llegué al ayuntamiento y resulta que había un montón de gente para muy pocos puestos y lo primero que vi fue que a unas marrokis que no entendían muy bien el idioma se lo vendían como que era ostia porque iban a cobrar el 75 del salario mínimo interprofesional por trabajar allí de 8 a 3 de la tarde el día de la entrevista yo llegué al ayuntamiento y resulta que había un montón de gente para muy pocos puestos y lo primero que vi fue que a unas marrokis que no entendían muy bien el idioma se lo vendían como que era ostia porque iban a cobrar el 75 del salario mínimo interprofesional por trabajar allí de 8 a 3 de la tarde cuando entre a hablar con la chica me dijo que eran unas 7h y media al día por nada más y nada menos que 500 euros y me seleccionaron para la segunda entrevista ya que cobro la renta mínima y supuestamente estoy obligada a decir que cualquier trabajo me interesa en la segunda entrevista me metieron en la sala de conferencias con 4 entrevistadores y les dije que con 500 euros qué familia puede vivir me dijeron que era lo que había que la oferta era así y el sueldo no lo iban a cambiar no se como en pleno sigo xxi se permite que ayuntamientos estafe al pueblo de esta manera pareciendo que te van a dar un buen puesto de trabajo y resulta que te van a explotar y parece que se lo tienes que agradecer vergonzoso trabajosruinerosmadrid sanlorenzodeelescorial elescorial ayuntamiento,1
40,buenas queria contar mi experiencia en sa cala beach un restaurante de porto cristo mallorca entré siendo menor sin contrato y trabajando 6 dias 10h a 6 5 h al principio me explicaron como funiconaban y me adapté muy bien pero según fueron pasando las semanas todos los compañeros estaban hostiles conmigo notando desde comentarios acerca de mi fisico hasta de mi trabajo un dia cansado de todo esto hablé con el encargado y se me dijo que de unas 50h se me iban a pagar 100 después de discutir y soportar incluso insultos por parte del encargado consegui que se me pagase lo que se me adeuda no soy el primero que ha tenido problemas alli asique espero que os sirva para que no os destrocen como a mi con 17 años trabajosruinerosmallorca restaurante sacalabeach portocristo,1
41,hola buenas yo trabajé en una empresa llamada bullwrap ubicada en el aeropuerto cuya función es embalar las maletas de los pasajeros no me terminaron de dar ni mi uniforme completo me tuvieron una semana entera trabajando con una acreditación de acompañante la cual no me acredita para trabajar solo si me hubieran pillado los de seguridad no hubiera podido trabajar en 5 años en el aeropuerto cobraba 1030 euros limpios con una rotación de 3 1 de tarde tarde noche según ellos mi día libre era el tercero que salía a las seis de la mañana y al dia siguiente tenia que entrar a las dos de la tarde y asi sucesivamente por lo cual nunca tenia un dia libre cobraba 4 9 la hora y los jefes mas que jefes parecían niños pequeños te venían todos y cada uno chocandote la mano diciendo que eres un maquina y que todo buen rollo y luego te enteras de que todos te quieren echar si os ofrecen trabajo no lo aceptéis ademas os echaran a los dos meses como a todos a menos que les bailes el agua constantemente trabajosruinerosmadrid aeropuertobarajas bullwrap,1
42,asispa fundación asispa asociación sin ánimo de lucro en el ámbito social a nivel nacional no he tenido peor experiencia laboral en mi vida trabajé en madrid en un centro gestionado por ellos el trato al trabajador era completamente abusivo no respetaba el convenio laboral por lo que podías llegar a trabajar 8 días seguidos y cobrar a duras penas 1000 tampoco te protegían de agresiones de usuarios y si algo pasaba la sospecha era primero hacia el trabajador a todo esto añadir que algunos compañeros totalmente al servicio de la empresa intentaban boicotear y separar el trabajo y a los trabajadores con el beneplácito de la dirección la más inepta y clientelar que he visto en mi vida sobre la vida en el centro la dirección se pasaba por donde quería la normativa y mantenía a usuarios favoritos que no cumplían los requisitos y echaba a los que si me alegra enterarme de que perdieron la concesión del centro una autentica mafia al servicio del dinero público no cabía el mensaje pero me echaron y les gané en el juicio es una treta que se inventaron para no cumplir el convenio colectivo ah y estuve 3 años y medio fundacionasispa prosperidad trabajosruinerosmadrid,1
43,ayyyy carrefour mucho estabas tardando me gustaria contar como es trabajar en carrefour market de conde peñalver lo primero decir que las leyes de sanidad les importan bien poco de cara a la tienda los protocolos son estrictos pero en el almacen la cosa cambia mucho teniendo las cajas y envases directamente en el suelo sin pale de por medio asi como la venta de merma y producto caducado a sabiendas el gerente es un gaditano con aires homófobos que cree que liderar es abroncar y que solo crea mal ambiente laboral el ambiente laboral en conjunto es muy bueno exceptuando por el gerente que crea un ambiente de presion y competitividad extremo si curras dias extra para sacar la mala gestion de este adelante es posible que no los recuperes porque a veces no se acuerda de ese dia extra una verguenza a nivel de comunicación y gestión de capital humano salidas de emergencia obstaculizadas por carteles de propaganda nula politica de promoción x mucho q hagan las pruebas nadie promociona carrefourmarket goya trabajosruinerosmadrid,1
44,pues eso gente otra más de vips vips de rivas comencé a trabajar allí a principios de verano un mes después ya estaba deseando largarme entre pensando que eso sería un sitio serio donde la gente funcionaria según un criterio pues no los gerentes hacen lo posible por explotarte al máximo comienzan siendo amables y te van añadiendo horas y haciéndote líos sin que te des cuenta le comenté a mi jefe que vivía bastante lejos del cc el me dijo que se adaptaría en todo lo posible a mis horarios pobre de mi servicios eternos con gerentes vagos que dejan todas las responsabilidades en manos de los empleados muchos días acudía hasta allí para llegar y decirme que me podía volver porque no necesitaban tanto personal para ese turno un caos de organización cocina higiene casi nula temperaturas en ambiente muy superiores a las establecidas legalmente 2 meses después estaba firmando mi finiquito empleados gente genial que ameniza el turno vips rivas trabajosruinerosmadrid,1
45,bueno pues yo estuve casi 1 año trabajando en wanna sneakers tienda de moda deportiva en la corredera baja de san pablo callao madrid al principio lo pintaron todo muy bonito y bien cómo no hasta que empezó a pasar el tiempo y vi cosas que no me gustaron entre ellas 1 los festivos trabajados no los pagamos ni de broma se os devolverá en horas trabajé muchas horas festivas 76 concretamente jamás se me devolvieron lo que hicieron fue ir quitándome horas pendientes en los 15 días de preaviso que di cuando anuncié que me iba mañana en vez de venir a trabajar 8 horas ven 4 y se te descuenta de tus festivos así hasta que consiguieron reducirmelos a 30 super triste 2 pedir con 3 meses de antelación los días de vacaciones concretos y que no me den el sí hasta 2 días antes ah por cierto estamos a viernes el lunes puedes coger tu semana de vacaciones 3 presión constante con vender vender y vender y ninguno de nosotros ir a comisión íbamos a cobrar lo mismo tanto si hacíamos 3000 de caja como si hacíamos 0 nuestra motivación evidentemente nula 4 quedarme de responsable de la tienda sin subir de categoría en el contrato y tampoco subida de sueldo encargarse de todo hacer horas extra y no recibir nada a cambio dato en mi último día tuve que enseñar a una de mis jefas a hacer el tax free y encender las cámaras de la tienda porque ella ni sabía 5 pedir un día libre por temas de enfermedad familiar algo bastante serio y grave y que digan es que ya está hecho el horario no se puede modificar pedir este único favor en todo este tiempo y que te lo nieguen 6 que nos pasen los horarios el viernes de cada semana es decir con 2 días de antelación no poder hacer planes con tu vida por este mismo motivo y tener que pedirlo yo porque a ellos se les olvidaba en fin alguna cosa más hay pero con esto creo que se ve ya la seriedad de esta tienda si queréis echar una mano a los que ahora mismo estarán trabajando allí por favor ni os acerquéis a la tienda,1
46,parquewarner madrid estuve 4 meses y aquello es una puta locura las condiciones eran pésimas jornadas de 12 horas en los q no te dejan ni sentarte ni ponerte a la sombra da igual los grados q haga desprecios del cliente y de los jefes constantes retrasos en pagos me siguen debiendo el finiquito en algunas atracciones no había ni agua para beber la empresa se ahorra cada centimo q puede en la seguridad y el bienestar de los empleados todo para cobrar 4 7 la hora el sindicato q teníamos de risa también por convenio los festivos domingos y horas extra se pagan igual 4 7 parquewarner trabajosruinerosmadrid,1
47,tagliatella h2ocio rivas vaciamadrid hola buenas mi experiencia en este sitio fue horrorosa ya que te sientes esclavizado desde q entras hasta q sales desde q firmas el contrato te sientes engañado porque te dicen q tu hora de salida es a las 00 00 y realmente sales a las 2 00 a m sin ningún tipo de plus nocturno alli vales para todo entras como camarero pero perfectamente te ponian en la barra o en la cocina sin ningun tipo de titulación ni carnet de manipulador d alimentos la cocina es minuscula para toda la gente que trabaja alli lo que hace que se sude mucho y tengan ni control hacia lo que cae en los alimentos y tampoco se tiene ningún control en los alérgenos ya qiue con la misma cuchara hacian todo y si se equivocaban d salsa lavaban esa misma pasta para quitar la salsa y echar la nueva aparte de que todo es congelado si los productos congelados esperaban echos mas de dos minutos en la cocina se creaba una especie de papilla q parecia yeso q ni volcando el plato esa masa se movia y finalmente el plato llegaba a tu mesa tocado x 4 personas antes q tú totalmente esclavizo practicamente todo el dia para un pésimo sueldo y si tienes algún tipo de problema con un cliente te echaban a la calle si habias cobrado mal o se habian ido sin pagar lo tenias que poner tu de tu dinero y claro ni se te ocurra cogerte la baja x que te vas también a la calle tagliatella h2ocio trabajosruinerosmadrid,1
48,nuestra querida humana por aquí lo dejamos humana atocha madrid estuve trabajando dos meses en esta tienda por razones de seguridad no quiero decir el número del local ya que normalmemte en humana no se tiene un equipo numeroso los primeros días eran de formación muy escasa la tienda se divide por colores y tipo de prenda hasta ahí bien me parece buena organización para una tienda de segunda mano pero costaba aprenderse la carta de color no tenía sentido alguno y muchas prendas podían pasar por otro tipo ej una camiseta larga de punto si tenía un adorno de pelo en los puños ya era un jersey te echaban la bronca si no perfilabas 24 7 colorear y abrochar botones cinturones etc y si te equivocabas de burro toqué la caja par de veces y de cerrar creo que dos estaba atendiendo a un cliente y mi compañera me decía que fuera a hacer no se qué que ella le cobraba para llevarse la comisión por supuesto durante las happy hour teníamos que salir a repartir panfletos y siempre salía yo me decian que me harian relevo pero nunca lo hicieron me comía yo el marrón y pasaba yo la verguenza una vez a la semana me tocaba limpiar el baño bueno pues era el baño la cocina y el almacen entero que no es pequeño sin guantes con la misma esponja para todo y con amoniaco salía aturdida porque no había ni una ventana ni habían mascarillas cada mañana era yo la que limpiaba mientras el resto hacía caja nunca las veia limpiar salvo barrer al cierre no había formalidad alguna algunas compañeras te hablaban mal y a veces ni un hola otras eran un encanto todo sea dicho los dos meses estuve sin uniforme como si fuera menos que el resto también decir que metían mucha presión y en ocasiones no había nada que hacer dias fuera de promo y haciamos que teniamos tareas que hacer nadie supera los 4 meses de prueba porque o se van como yo directamente dije no me veo aquí o los echan por cualquier tontería no es un sitio que recomiende tambien decir que los domingos se entraban 20 mn antes que nadie me iba a pagar y el cierre era a las 9 pero perfectamente te podías ir a casa a las 11 pm humana atocha,1
49,pues empezaré por contar que he estado solamente 1 mes y he tenido suficiente me inscribí en su oferta y tardaron literalmente 10 minutos en ponerse en contacto conmigo me llamaron y me estuvieron preguntando cosas sobre mi experiencia profesional etc tambien me contaron un poco sus condiciones y que si estava interesado estava citado a tal hora en tal sitio para una entrevista personal a los dos dias me presento para realizar la entrevista i estuve esperando 40 minutos o mas para que me atendieran una vez dentro con la chica que me entrevistava todo iba bien y me comenta que cómo maximo en 1 semana me diran algo va finalizando la entrevista y la chica me suelta mmm sabes que que te parece empezar mañana y logicamente en base a la necesidad de cada uno le dije que si al dia siguiente me mandan a una tienda que tenia mas o menos cerca i todo bien la relacion con mis compis genial y con la encargado muy buen feetback a los 4 dias me llama recursos humanos que me tienen que cambiar de tienda a una que tengo al lado de casa porque vuelve una chica para incorporarse donde yo estava al dia siguiente me incorporo en la nueva tienda y ya me habian informado de que la encargada de esa tienda era muy exigente enfin me presento el 1r dia y la encargada me dice un hola rapido y me empieza a dar indicaciones de como se hacen las cosas dandome prisas no se de que pasan dos dias y a esta mujer la empiezo a notar mal la noto a la defensiva totalmente conmigo sin comermelo ni bebermelo me trata muy distinto a los demas ni me saluda empieza a dejarme mal me critica a las espaldas con otros compañeros y yo son cosas que voy viendo y notando yo llego un dia y la cojo por banda y le digo que no qiiero ningun tipo de tensión en la faena i que si tiene algún problema despues de esa charla todo bien finalmente y a los dos dias hasta final de mes de mal em peor otra vez total yo llego un limite y he de hacer algo se me quitan las ganas de trabajar voy con tensión nervios estrés que todo esto repercute fisicamente total que decido llamar a recursos humanos para expresar lo que siento y que si se puede buscar una solucion,1
50,entre a trabajar con un contrato de formación de un año en el cual tenía que estudiar su metodología de trabajo alergias como limpiar como colocar los productos gracias a dios tenía una encargada buenisima que más que una jefa era una líder porque trabajaba y limpiaba igual o más que el resto el caso es que se me iba a acabar el contrato faltaban 2 semanas y ya me habían dicho que me renovarian por un año de palabra la tonta fui yo por no pedirlo por escrito y bueno por casualidades de la vida se enteraron que estaba embarazada ese día cuando llegue a trabajar me preguntaron si era verdad o no y dije la verdad la pedi a mi encargada que no dijera nada a su jefa la gerente de zona y me dijo que no podía porque la iban a montar el pollo a ella y no se iba a comer mi marrón asumí mis resposabilidades y llame yo a su jefa me lo dijo bien claro que no les interesaba renovar a una persona que iba a estar la mitad del contrato de baja y que en esas condiciones era inviable que me renovasen claro al hacermelo dicho de palabra es su palabra contra la mia y no denuncie porque me pareció una pérdida de tiempo ya que no tenía como demostrarlo pero en una empresa en la que sólo contratan a mujeres me parece muy fuerte que nos condicionen de esta manera estas embarazada no me interesas independiente de como trabajases en mi caso estaban contentas conmigo porque si que me iban a renovar en un principio y ya para rematar intentaron quedar bien diciéndome que como tenía paro de 6 meses que cuando mi hijo naciera me volverían a contratar sin problemas cuando mi hijo nació hablé con la jefa de zona para incorporarme y me dijo que en cuanto hubiera un hueco me lo daban a mi a día de hoy mi hijo tiene casi 4 años y a mi no me han vuelto a llamar para ser una empresa en la que cara al público sólo contratan a mujeres me parecen unas sinvergüenzas belros plazacastilla,1
51,vips te vamos a tener que hacer un instagram solo para ti vips rivas futura h2ocio 1 año y medio trabajado para trabajadores las horas extra te obligan a hacerlas poniendo el horario que ellos quieren y encima tienes que luchar para que te las paguen 16h debidas desde julio y pagadas en sept si te niegas a hacerlas te amenazan o te hacen sentir mal un compañero les dijo que cerraba el metro y no podía hacer por las noches y a lo que el gerente contestó todos tenemos que hacer esfuerzos hazlo porque sino puedo ponerte horario de 21 30 01 30 y te jodes se meten en tu vida privada gerentes hasta el punto de preguntar repetidas veces si me he acostado con un compañerx o pidiendo explicaciones si no puedes hacer h extra no te hablan de manera asertiva sino que te chillan te hacen sentir incómodx si te lesionas o faltas van a pensar que te lo estás inventando no valoran a los trabajadores que lo dan todo por la empresa siempre son horarios partidos y pueden llamarte para que entres antes en cualquier momento el cierre es a la 1 30 si a esa hora no está cerrando te quedas por compromiso con la empresa cuchichean los gerentes de los empleados para enfrentarnos entre sí un compi cuando se fue uno de los mejores camarerxs del local le pusieron dias de vacaciones cogidos cuando no fue así para no pagarle hubo una reforma y nos obligaron a cogernos 1 2 semanas de vacaciones para no pagarnos y aún así la reforma se hizo más tarde y tuvimos que devolverle más de 40h aparte de haber perdido nuestras vacaciones el uniforme te dicen que corre por cuenta de la empresa pero es mentira solo te dan el mandil tienes que hacer cursos de 3h aparte de ir a la formación sin pagarte nada para clientes he visto como han cogido del suelo de la cocina una pizza le han puesto más queso por encima a cocer y al cliente han llevado un mismo 1 2 costillar a dos mesas distintas al no quererlo la primera mesa nos presionan para agrandar la cuenta de los clientes con extras muchas veces han dado platos que llevaban más de 20 minutos en el pasante vips cch2ocio madrid,1
52,nombre de la empresa belros direccion centro comercial las rosas yo entré a trabajar en esa tienda por un contrato interino y estuve 6 meses hasta que definitivamente no volví básicamente faltaba personal eramos 5 chicas y acabamos siendo solo 3 la encargada y otras dos la otra chica se cogió también la baja la chica que yo cubría y esta estaban de baja por ansiedad depresión la encargada y la jefa de zona eran personas horribles básicamente te tenian de chacha porque ellas no iban a limpiar cuando llegaba mi hora salia 1 hora tarde porque todo eran broncas y reprimendas te insultaban hablaban mal de ti te finiquitaban y volvían a contratar para que no guardarse antigüedad cuando lo dejé fué porque me iba fuera 3 dias y aún teniendo el viaje comprado y avisado desde la firma del contrato y los dias de sobra acumulados se negaron a darmelos porque llame a rrhh para preguntar y se encabronaron las horas extras no se pagaban y yo ya me iba y cerraba la tienda si mi compañera no habia llegado a tiempo por suerte yo no me dejé pisotear mucho y me tenian ya enfilada pero mi compi porque solo cubrieron un puesto de los 3 que necesitabamos se comió todo el marrón belros lasrosas,1
53,entre a trabajar por una ett synergy de mozo de almacen y dure 5 dias trabajando alli firme un contrato de 7 h diarias de l a v y domingos alternos y dure 5 dias al entrar fichabas la hora de entrada y la de salida ya estaba puesta por ordenador a lo largo de la jornada solo tenias 20 min para comer e ir al baño los encargados son bordes y te presionan para ir mas rapido constantemente ya que se llevan comisión cosa de la que me entere ya cuando estaba fuera que hizo que me cuadraran las cosas ademas en momentos en los que hay mas trabajo te presionan para que hagas horad extra voluntarias mi primer dia hice 13h me dijeron que seria una excepción y tras pasar 3 dias mas me di cuenta de que era la dinamica de la empresa explotar a la gente aprovechándose de que la mayoria de mis compañeros tenían familias a las que alimentar y no tenian otras opciones te pagaban 5 euros la hora y cada mañana te avisaban sobre las 5 de la mañana de la hora a la que entrabas lamentable sinceramente seur poligonogetafe trabajosruineros,1
54,pues es una empresa en la que si no eres de la familia te mantienen durante 3 años con contratos de formación el cual consiste en 30 horas semanales trabajadas y 10 conectado a una plataforma online para la formacion luego no trabajabas 30 horas eran 40 y te exigían las 10 horas de formación tienen unos mínimos para poder cobrar comisiones imposibles sé quedan con regalos que hacen las marcas a los comerciales para luego darnoslo como incentivo por ejemplo un boli de sony teníamos horario que era de 10 a 2 y de 5 a 8 30 bueno pues cuando les parecía te hacían rincon que consistía en quedarte en la tienda las 3 horas de comida hablando con el supervisor sobre la tienda por supuesto estas horas sin pagar sin apuntar sin nada luego nunca se cerraba a las 8 30 siempre se cerraba una hora más tarde tampoco sin contar esa hora todos los dias y después de hacer los tres años con contrato de formación no te renuevan sin ninguna justificación te hayas dejado la piel o no ojala algún día vodafone meta mano y les cierre todas las tiendas porque no es ningún 10 lo que te he contado ah y se me olvidaba tenías que tener disponibilidad para moverte completa puesto que en el turno de mañana alomejor estas en la tienda de aluche y alomejor te llaman y te dicen que por la tarde te tienes que ir a la tienda de illescas en toledo trabajosruineros breatel vodafone vallecas madrid,1
55,buenas trabajé durante 5 meses en el restaurante de ikea ensanche de vallecas y ha sido mi peor experiencia laboral en términos de compañerismo voy a resumir mucho compañerismo hipócrita como no he vivido nunca todo sonrisas y luego malicia tiene un grupo hecho que lleva tiempo junto y se tratan hay ambiente viciado me han culpado de cosas sin estar en turno de hecho mi primo trabaja allí desee hace años y también perdí relación con el entiendo que te puedes encontrar trabajos feos en la vida yo allí no estuve a gusto nunca especialmente me dolió el final al ir a firmar el finiquito me dicen que si rompí el último día la máquina de café me quedé blanco me acusaban directamente diciendo que había cámaras allí les invité a que me dejaran ver las imágenes de ese día porque estaban haciendo una acusación muy grave y yo no limpié ese día las máquinas porque era mi último día y me quité marrones cuando me reuní con mi jefa para que me dijera que no me renovaban me dijo que por ella sí lo hubiera hecho porque le gusta como trabajo pero que el feeling de mis compañeros hacia mi no era bueno seguía sin entender nada pero yo tampoco quería estar allí más tiempo y no quiero meter más cosas solo mentalizar de lo que hay no te hablaré mal de otros curros porque hay de todo pero esto vivirlo día a día fue terrible compañerismo trabajosruineros ikea ensanchedevallecas madrid,1
56,cerramos noche cortefiel goya madrid cuando me llamaron para la entrevista busqué opiniones y no habia nunguna buena de cualquiera que hubiese trabajado en el grupo cortefiel aún así accedí al puesto desde el primer momento todo eran conversaciones a tus espaldas y críticas todo para intentar quitarte de en medio y llevarse más comisión el colmo fue cuando una empleada abrió la taquilla de otra compañera para leer los mensajes de su teléfono malísima experiencia los jefes no hacen nada es como trabajar en un foso de cocodrilos ah y sin olvidar la cantidad de horas extra que tienes que hacer cuando te avisan con un día de antelación y luego nunca pagan por cierto ví de primera mano como el encargado echó la bronca a la segunda encargada por dar el puesto a una negra gorda cortefiel goya madrid,1
57,residencia maguilar de valdemoro madrid 160 pacientes 3 auxiliares y una enfermera sin tener medicamentos ni para una bajada de azúcar teníamos que llamar a las ambulancias para que vinieran y nos comíamos unos marrones de flipar porque para eso no están se nos morían pacientes por falta de hidrata ion porque no teníamos ni sueros se morían y teníamos que esperar 12h a que viniera un médico a notificar la muerte y avisar a sus familiares y así un largo etc no nos pagaban la mitad de los meses no les deseo a nadie ninguno de esos dos trabajos y más cuando te dedicas a algo tan bonito vocacional y sobre todo donde juegas con vidas residenciamaguilar valdemoro,1
58,el jueves 1 empeze a trabajar en el brasa y leña el dia antes me hicieron ir hasta alcorcón viviendo yo en rivas y siendo de como soy me cuesta trabajo ya qe aun no conozco bien to madrid tampoco tengo coche lo cual ellos sabian total me hicieron ir a las 7 y firmar los papeles rapido porqe iban a cerrar ya la oficina el jueves 1 empeze a currar con un supuesto horario partido de 13 30 a 17 00 y de 20 00 a 00 00 pues resulta qe desde las 1 y media estube trabajando hasta las 7 qe par paramos media hora a comer comida qe comas o no te descuentan 40 euros del sueldo y sali a eso de las 1 y media de la noche y me raye un poco y pregunte por las horas extras las cuales me dijeron qe no las pagaban claro teniendo yo un turno de 19 horas semanales me parecio raro puesto qe en un solo dia ya me hice todas esas horas imagine cuantas horas haria de extras al mes y qe no me pagarian ee inmediatamente dije qe si me podian subir de horas pirqe sino me iba de alli y me dijeron qe tenia qe avisar 20 dias antes de irme qe con cada dia qe no avisara me lo descontaban del finiqito con tal y con eso me obligaron a trabajar al dia sigiente pa darme el despido y lo trabaje tambien y tan solo me van a pagar por esos dos dias de trabajo 26 53 euros los cuales llevo esperabdo a cobrar ya una semana trabajosruineros brasayleña h20 rivas madrid,1
59,hola me gustaría contaros mi terrible experiencia fue en la empresa zippy de moda infantil en el centro comercial zielo de pozuelo y mi encargada se llamaba l cuando entré a trabajar hacía lo imposible por hacerme de menos respecto de las compañeras que eran fijas si tenía q entrar a las 5 de la tarde me echaba la bronca por no llegar 10 minutos antes a lo que yo le contesté que como mucho podía llegar 5 minutos antes para dejar mi bolso y demás pero 10 minutos no y su respuesta fue una cara de asco y un repaso de arriba a abajo con su mirada como haciéndome entender que yo era una cualquiera y que allí no valía nada me hacía sacar la basura todos los días solo a mí mientras las demás se quedaban en la tienda haciendo cosas importantes un día le dije que quería aprender a hacer cosas de cajas y me dijo bueno vale tú saca la basura cuando nos quedábamos solas no me dirigía la palabra ni aunque estuviera a un centímetro de mí a pesar de que yo le hacía preguntas sobre si estaba haciendo bien mi trabajo o no a lo que me contestaba tú sabrás un día nos hicieron ir a una reunión a las 8 de la mañana y esas horas no nos las dieron ni nos las pagaron fuimos ahí de gratis y para terminar me hacía todos los días aspirar la tienda a mí porque ella siempre se iba antes del cierre y la aspiradora que teníamos no tenía el tubo aspirador largo solo una boquilla pequeña x lo que para aspirar el suelo tenías que ir a rastras con la aspiradora a cuestas fue una persona malísima conmigo y con otra chica que entró nueva le gustaba menospreciarnos es más cuando teníamos que ir al almacén que estaba en el parking del centro comercial a los 2 minutos nos llamaba por el walkie xq estábamos tardando mucho no sé qué será de ella y no sé qué será de esta empresa pero se merecen una quiebra tengo que decir que por 18 horas semanales cobré 450 se me olvidaba también tenía que salir a la calle a llenar un cubo de agua para fregar cosa que no me parece rara lo raro es que solo lo hacíamos las nuevas además de que nos hicieron poner dinero para comprar cosas para la tienda y en vez de comprar una aspiradora se compraron para ellas una cafetera,1
60,es un negocio familiar de italianos y la verdad que la experiencia es de todo menos buena en primer lugar mi contrato era de 4 horas al día con un día libre a la semana ningún día de los que estuve allí trabaja sólo 4 horas normalmente trabaja 6 7 e incluso llegué a trabajar 4 horas sin descanso había ratones me dejaban por las noches a mi sola cerrando el local con todo lo que conlleva barrer pasar la fregona fregar los platos y secarlos ya que no había lavavajillas preparar todo lo del desayuno del día siguiente y hacer la caja imaginaos que haga todo eso una persona y a toda prisa porque no quería que se me cerrara el metro de hecho más de una vez se me cerró y tuve que buscarme la vida para volver a mi casa la familia casi no hablaba español por lo que era muy difícil comunicarte con ella no te dejaban beber un refresco durante el servicio y si lo hacías tenias que pagarlo hablando del resto del personal uno de los camareros soltaba comentarios machistas como a ver si ahora que llega el calor os ponéis minifalda para atraer a los clientes me encanta como se te marca el culo con esos leggings etc y me sobaba la cintura y me daba abrazos demasiado cariñosos sin mi consentimiento una de las jefas se dedicaba a chillar y a faltar el respeto a las camareras delante de todo el mundo todo eso medio en italiano medio en español aparte que la familia siempre estaba discutiendo entre ella en cuanto a las propinas las poníamos en un bote y a final de mes se repartía de la siguiente forma la mitad iba para el cocinero dueño del local y que facturaba más de 5 mil euros al mes y la otra mitad la repartiamos entre todos los camareros por que lo nos tocaba una miseria cuando me fui me pagaron en metálico sin papeleo ni nada y me pagaron menos de lo que me debían xq todos los días que estuve allí hice horas extras me ha faltado decir que aunque me correspondía un día libre a la semana hubo semanas que trabaje los 7 días sin descansar ninguno e incluso llegue a trabajar 10 horas sin descanso trabajosruineros gustamiitalia bilbao madrid,1
61,muy mala experiencia ya que trabajábamos 11 horas y 1 de descanso sin parar solo para ir al servicio con un contrato de horas y la hora se pagaba a 4euros indignante trabajosruineros remapack argandadelrey madrid,1
62,primero contactan normalmente contigo por skype y te dicen que vas a tener que ir a lanzarote de formación unos 7 días metido en una habitación para 4 personas con baño y cocina incluida te pasas los 7 días trabajando de gratis y desde el principio ya saben a quien van a coger y a quien no mucha gente viene desde italia mayoritariamente y algunos de otros países si te echan te dan un día para buscar vuelos y pirarte si te quedas te llevan al lugar donde te destinan canarias baleares o el sur de españa si te toca el buen rollo todavía lo aceptas pero eso es una de cada 100 veces y si no horarios de trabajo de hasta 14h con la escusa de que así puedes ganar más dinero un bonnus mensual al que no se suele llegar y si lo haces es en los meses de julio y agosto uno de los jefes acosa a muchas de las chicas y si ellas le dan largas la mayoría de las veces él hace lo posible para tenerlas lejos y joderles la vida es una puta mafia trabajosruineros fotoeventi canarias,1
63,buendia tours haces free tours como autónomo pero tienes un horario y ay de ti como rechaces un solo dia y uniforme obligatorio vigilancia cero control sobre tu propio tour y jerarquia extrema y despidos inmediatos porque oh no hay contrato así que si tienes una palabra de mas te desaparacen todos los eventos y ciao al menos hemos llegado a prensa y nos estamls organizando trabajosruineros buendiatours santiagodecompostela galiza,1
64,holiday gym desde el principio empezando por la academia es una estafa es decir tienes que pagar 120 para que te formen la formacion que te dan ellos no vale para nada ni te la imparten profesionales ni gente formada en el sector es decir que si mañana vas a otra cadena de gimnasios te diran que esa titulacion no vale abosolutamente para nada de hecho asi lo ponen en el diploma que te dan cuando acabas tienes que realizar 200horas que ellos llaman practicas consiste en ir a trabajar gratis a su cadena en diferentes gimnasios a solucionarles problemas de bajas vacaciones etc una vez superado este periodo y si les gustas empezaras a ganar 400 por 15horas semanales y una vez contratadx da gracias si te pagan entre el 1 y 10 de cada mes o si cobras ese mes a compañerxs mixs aun les deben salarios de meses anteriores holidaygym goya trabajosruineros,1
